,단어,빈도
16317,되며,3
16318,되면,64
16319,되면서,3
16320,되묻고,4
16321,되묻기도,1
16322,되물었습니다,1
16323,되므로,1
16324,되살려보시길,1
16325,되살리는,2
16326,되살리려면,1
16327,되살릴,1
16328,되살아나고,2
16329,되살아나기,1
16330,되살아나는,1
16331,되살아나면서,2
16332,되새기는,1
16333,되새김질하는,1
16334,되셨을까,1
16335,되시겠다고,1
16336,되신다고,1
16337,되어가는,1
16338,되어가지고,1
16339,되어가지만,1
16340,되어버린,1
16341,되어서,2
16342,되어서도,1
16343,되어서야,2
16344,되어야,8
16345,되어있지,1
16346,되어주었다,1
16347,되었고,2
16348,되었습니다,2
16349,되었으면,1
16350,되었을,2
16351,되었을까,1
16352,되자,6
16353,되자마자,3
16354,되죠,7
16355,되지,40
16356,되지는,1
16357,되지도,3
16358,되지만,10
16359,되진,1
16360,되찾고,1
16361,되찾는,1
16362,되찾아,2
16363,되찾았다는,1
16364,되찾았습니다,1
16365,되찾은,2
16366,되찾을,1
16367,되팔기,1
16368,되팔아,1
16369,되풀이되면,1
16370,되풀이하지,1
16371,되풀이해,1
16372,되풀이했다고,1
16373,된다고,30
16374,된다는,25
16375,된다니까요,1
16376,된다라고,2
16377,된다라는,2
16378,된다면,17
16379,된다면서,1
16380,된더위가,1
16381,된장찌개,4
16382,될까,11
16383,될까요,6
16384,될까요라고,1
16385,될지,10
16386,될지는,1
16387,될지도,2
16388,될지에,1
16389,됩니까,4
16390,됩니다,122
16391,두가지,3
16392,두가지로,1
16393,두각을,1
16394,두개골,1
16395,두겠다,2
16396,두경부암,1
16397,두고,58
16398,두고는,2
16399,두고도,1
16400,두고볼,1
16401,두근거린다,1
16402,두근거림이,1
16403,두기,3
16404,두기가,1
16405,두기도,1
16406,두긴,1
16407,두꺼운,2
16408,두꺼워졌다고,1
16409,두꺼워지고,2
16410,두꺼워지면서,1
16411,두꺼워지지,1
16412,두꺼워진다는,1
16413,두껍게,1
16414,두껍고,2
16415,두께,3
16416,두께가,1
16417,두께도,2
16418,두께를,2
16419,두께와,1
16420,두뇌,1
16421,두는,6
16422,두다,1
16423,두달,4
16424,두달간,1
16425,두둔하는,2
16426,두드러져,1
16427,두드러졌다,3
16428,두드러졌습니다,1
16429,두드러지게,1
16430,두드러지는,1
16431,두드러지지,1
16432,두드려,1
16433,두드리며,1
16434,두들스,1
16435,두려,1
16436,두려움,4
16437,두려움과,2
16438,두려움으로,2
16439,두려움은,1
16440,두려움을,2
16441,두려움이,2
16442,두려움이나,1
16443,두려워,1
16444,두려워할,2
16445,두려워했던,1
16446,두루,5
16447,두르면,1
16448,두른,1
16449,두리라는,1
16450,두마리,2
16451,두말할,3
16452,두면,1
16453,두면서,1
16454,두면서도,2
16455,두바이,5
16456,두바이노선에,1
16457,두바이를,1
16458,두바이허브를,1
16459,두배,1
16460,두번이나,1
16461,두번째독립,6
16462,두분,2
16463,두산,1
16464,두서없는,1
16465,두세,2
16466,두셨으면,1
16467,두실,1
16468,두어,1
16469,두어야,1
16470,두어질,1
16471,두었다,1
16472,두자,2
16473,두지,1
16474,두짓타니,1
16475,두차례,1
16476,두통,2
16477,두통과,1
16478,두피에,1
16479,둑이,1
16480,둔,22
16481,둔갑하는,1
16482,둔갑한,1
16483,둔촌주공,3
16484,둔치,1
16485,둔화,3
16486,둔화가,2
16487,둔화되는,1
16488,둔화된,1
16489,둔화될,3
16490,둔화됨에,1
16491,둔화시킴은,1
16492,둔화하기,3
16493,둔화하며,1
16494,둔화한다면,1
16495,둘도,1
16496,둘러맨,1
16497,둘러보고,1
16498,둘러보며,1
16499,둘러봤다,2
16500,둘러싸고,4
16501,둘러싸여,1
16502,둘러싸인,3
16503,둘러싼,24
16504,둘레가,2
16505,둘레길,1
16506,둘레길의,1
16507,둘레는,1
16508,둘밖에,1
16509,둘씩,1
16510,둘은,2
16511,둘을,1
16512,둘의,3
16513,둘째,9
16514,둘째날과,1
16515,둘째주,1
16516,둘째주에,1
16517,둥,2
16518,둥근,1
16519,둥지를,2
16520,둬야,1
16521,둬왔다,1
16522,뒀다,7
16523,뒀습니다,1
16524,뒤가,1
16525,뒤공간을,1
16526,뒤늦게,15
16527,뒤다,1
16528,뒤덮는,1
16529,뒤덮으면서,1
16530,뒤따랐다,3
16531,뒤따르는,2
16532,뒤따른다,1
16533,뒤따를,1
16534,뒤떨어진,1
16535,뒤라는,1
16536,뒤로,12
16537,뒤로는,3
16538,뒤를,12
16539,뒤면,1
16540,뒤바꾸면서,1
16541,뒤부터,1
16542,뒤서거니,2
16543,뒤섞여,1
16544,뒤숭숭하지,1
16545,뒤숭숭한,1
16546,뒤안길,1
16547,뒤안길로,2
16548,뒤에,10
16549,뒤에나,1
16550,뒤에는,3
16551,뒤에도,8
16552,뒤에서,3
16553,뒤에야,1
16554,뒤엔,4
16555,뒤였지만,1
16556,뒤인,3
16557,뒤죽박죽이,1
16558,뒤죽박죽이다,1
16559,뒤지던,1
16560,뒤집고,3
16561,뒤집는,1
16562,뒤집어,1
16563,뒤집어서,1
16564,뒤집어씌우려는,1
16565,뒤집었다,1
16566,뒤쪽에,1
16567,뒤처지면,1
16568,뒤처지지,1
16569,뒤틀리거나,1
16570,뒤틀리면서,1
16571,뒤틀린,3
16572,뒤틀릴,1
16573,뒤흔드는,1
16574,뒷,1
16575,뒷감당이,1
16576,뒷걸음질,1
16577,뒷꿈치로,1
16578,뒷마당,1
16579,뒷말에,1
16580,뒷말이,2
16581,뒷면,1
16582,뒷면에,1
16583,뒷면을,1
16584,뒷모습에,1
16585,뒷모습이야말로,1
16586,뒷받침된다면,1
16587,뒷받침받는,1
16588,뒷받침에,1
16589,뒷받침을,3
16590,뒷받침하겠다는,1
16591,뒷받침하기,1
16592,뒷받침하는,2
16593,뒷받침할,4
16594,뒷받침해야,1
16595,뒷수습하는,1
16596,뒷심을,1
16597,뒷얘기를,1
16598,뒷장의,1
16599,뒷전으로,4
16600,뒷전이고,1
16601,뒷전이라고,1
16602,뒷전인,1
16603,뒷좌석을,1
16604,뒷짐을,1
16605,듀얼,1
16606,듀얼모터와,1
16607,듀얼펜,1
16608,듀오가,1
16609,듀이듀이,1
16610,듀크,5
16611,듀티,1
16612,드,3
16613,드넓은,1
16614,드높인,1
16615,드는,14
16616,드는가,4
16617,드는데,1
16618,드는데요,2
16619,드니,1
16620,드디어,5
16621,드라기,1
16622,드라마,18
16623,드라마나,1
16624,드라마들은,1
16625,드라마로,3
16626,드라마에서,2
16627,드라마였다,1
16628,드라마와,1
16629,드라마의,2
16630,드라마적인,1
16631,드라마타임,1
16632,드라이,2
16633,드라이버,2
16634,드라이버가,1
16635,드라이버는,1
16636,드라이버로,1
16637,드라이브,2
16638,드라이브를,3
16639,드랍스와,1
16640,드래곤,2
16641,드래곤힐스라고,1
16642,드래곤힐이라고,1
16643,드러나,1
16644,드러나거나,1
16645,드러나기도,1
16646,드러나는,1
16647,드러나는데,1
16648,드러나며,1
16649,드러나면서,1
16650,드러난,8
16651,드러난다,4
16652,드러난다면,1
16653,드러날,1
16654,드러났다,5
16655,드러났습니다,2
16656,드러났지만,1
16657,드러내,1
16658,드러내거나,1
16659,드러내고,2
16660,드러내는,4
16661,드러내며,2
16662,드러내지,1
16663,드러낸,9
16664,드러낼,2
16665,드러냈다,2
16666,드러냈었다,1
16667,드럭,1
16668,드레스,2
16669,드레스는,1
16670,드레스를,3
16671,드레스에,1
16672,드려,1
16673,드려야,1
16674,드려요,2
16675,드렸는데,1
16676,드렸다,1
16677,드렸습니다,1
16678,드렸지만,1
16679,드로잉을,1
16680,드론,3
16681,드론과,4
16682,드론은,1
16683,드론을,1
16684,드론이,1
16685,드롭스,1
16686,드롭오프존도,1
16687,드롭탑은,1
16688,드류,1
16689,드리겠습니다,3
16690,드리고,16
16691,드리기가,1
16692,드리기로,1
16693,드리면,3
16694,드리블을,1
16695,드리워져,1
16696,드리자면,2
16697,드리지,1
16698,드린,7
16699,드린다,7
16700,드린다면요,1
16701,드린데,4
16702,드릴,6
16703,드릴게요,1
16704,드립니다,3
16705,드문,4
16706,드물,1
16707,드물다,3
16708,드물지,1
16709,드실,1
16710,득이,3
16711,득점,5
16712,득점에,2
16713,득점으로,1
16714,득점을,3
16715,득점이,1
16716,득점포를,2
16717,득표율이,1
16718,득표한,5
16719,든,8
16720,든다,5
16721,든다는,1
16722,든다든지,2
16723,든든한,3
16724,듣겠다,1
16725,듣겠다는,1
16726,듣겠다며,1
16727,듣겠습니다,5
16728,듣고,43
16729,듣고는,1
16730,듣기,1
16731,듣기도,1
16732,듣는,5
16733,듣는다,6
16734,듣보잡,1
16735,듣지,3
16736,듣지는,2
16737,들거든요,3
16738,들게,1
16739,들겠다,1
16740,들겠습니다,1
16741,들고,25
16742,들고요,3
16743,들과,4
16744,들기,5
16745,들기는,2
16746,들기도,2
16747,들러보고,1
16748,들러야,1
16749,들렀다가,1
16750,들렀습니다,1
16751,들려왔음에도,1
16752,들렸고,1
16753,들리고,1
16754,들리는,1
16755,들리면서,1
16756,들리실지,1
16757,들린다,1
16758,들립니다,1
16759,들먹이며,1
16760,들면,22
16761,들면서,6
16762,들수록,1
16763,들썩이게,1
16764,들썩이며,1
16765,들어,71
16766,들어가,7
16767,들어가거든요,1
16768,들어가겠다는,1
16769,들어가고,2
16770,들어가기,1
16771,들어가기도,1
16772,들어가기로,2
16773,들어가느냐,2
16774,들어가는,9
16775,들어가는데,1
16776,들어가니까,1
16777,들어가도,1
16778,들어가며,2
16779,들어가면,3
16780,들어가면서,2
16781,들어가서,2
16782,들어가야,2
16783,들어가지,10
16784,들어간,10
16785,들어간다,2
16786,들어갈,3
16787,들어갑니다,4
16788,들어갔고,2
16789,들어갔기,2
16790,들어갔냐,1
16791,들어갔는데,1
16792,들어갔는지,2
16793,들어갔다,8
16794,들어갔다가,2
16795,들어갔다는,2
16796,들어갔던,1
16797,들어갔습니다,7
16798,들어갔었는데,1
16799,들어갔지만,2
16800,들어도,2
16801,들어보겠습니다,1
16802,들어보는,1
16803,들어보니,1
16804,들어보니까,2
16805,들어보려,1
16806,들어보면,2
16807,들어보셨는데,1
16808,들어보셨지만,1
16809,들어보시겠습니다,3
16810,들어보시죠,3
16811,들어보자,1
16812,들어본,1
16813,들어본다,1
16814,들어볼,2
16815,들어볼까요,3
16816,들어볼래,2
16817,들어볼래라는,1
16818,들어봐야,1
16819,들어봤고요,1
16820,들어봤습니다,1
16821,들어봤을,1
16822,들어서,25
16823,들어서고,2
16824,들어서는,5
16825,들어서더라도,1
16826,들어서도,3
16827,들어서만,7
16828,들어서며,3
16829,들어서면,2
16830,들어서부터,1
16831,들어서서,1
16832,들어서자마자,1
16833,들어선,2
16834,들어선다,1
16835,들어섰고,3
16836,들어섰다,3
16837,들어섰다는,1
16838,들어섰습니다,1
16839,들어오게,1
16840,들어오기,2
16841,들어오는,6
16842,들어오라고,1
16843,들어오면서,1
16844,들어오자,1
16845,들어오지,1
16846,들어온,1
16847,들어온다,4
16848,들어온다면,1
16849,들어올,1
16850,들어와,3
16851,들어와서,1
16852,들어왔네요,1
16853,들어왔는데요,1
16854,들어왔는지다,1
16855,들어왔는지에,1
16856,들어왔다,3
16857,들어왔다는,1
16858,들어왔습니다,2
16859,들어요,8
16860,들어있는,4
16861,들어있다,1
16862,들어있습니다,1
16863,들어있지,2
16864,들어주겠느냐,1
16865,들어주는,1
16866,들어줬다,2
16867,들어줬습니다,1
16868,들었고,1
16869,들었기,1
16870,들었는데,2
16871,들었다,14
16872,들었다고,1
16873,들었다며,2
16874,들었던,3
16875,들었습니다,6
16876,들었어도,2
16877,들었어요,1
16878,들었으니까요,1
16879,들었을,2
16880,들었지만,3
16881,들에겐,1
16882,들여,4
16883,들여다보기,1
16884,들여다보는,1
16885,들여다보니,1
16886,들여다보며,1
16887,들여다보면,2
16888,들여다볼,3
16889,들여다봅니다,1
16890,들여다봐야,1
16891,들여다봤겠죠,1
16892,들여다봤지만,1
16893,들여보냅니다,1
16894,들여서,1
16895,들여오기도,1
16896,들여오는,4
16897,들여오는데,1
16898,들여오려고,1
16899,들여온,1
16900,들여온다는,1
16901,들여올,2
16902,들여와,1
16903,들여와도,1
16904,들여왔어요,1
16905,들였다,1
16906,들으니,1
16907,들으며,4
16908,들으면,1
16909,들으면서,2
16910,들으면서도,1
16911,들으셨습니까,3
16912,들으신,1
16913,들은,12
16914,들을,9
16915,들을망정,1
16916,들음과,1
16917,들이,4
16918,들이었다고,1
16919,들인,1
16920,들자면,2
16921,들지,7
16922,들춰봐도,1
16923,들켰을,1
16924,들키긴,1
16925,들킨,2
16926,듦에,1
16927,듬뿍,2
16928,듭니다,15
16929,듯이,3
16930,듯하다,4
16931,듯한,14
16932,듯합니다,2
16933,듯했던,1
16934,등과,41
16935,등과는,1
16936,등과의,2
16937,등교,1
16938,등교를,6
16939,등극했습니다,1
16940,등급,4
16941,등급은,1
16942,등급을,3
16943,등급이다,1
16944,등기,1
16945,등기권리증에,1
16946,등기권리증을,1
16947,등기일부터,1
16948,등단,3
16949,등단을,1
16950,등단작,1
16951,등단하려,1
16952,등단하려고,1
16953,등단했다,2
16954,등도,13
16955,등록,10
16956,등록과,1
16957,등록금,2
16958,등록까지,1
16959,등록도,1
16960,등록됐습니다,1
16961,등록된,4
16962,등록은,1
16963,등록을,5
16964,등록이,1
16965,등록절차를,1
16966,등록하는,1
16967,등록하도록,1
16968,등록하면,1
16969,등록한,1
16970,등록할,5
16971,등록할지,1
16972,등록해,2
16973,등반가,1
16974,등반가들도,1
16975,등반가들의,1
16976,등반가들이,1
16977,등받이,1
16978,등번호,2
16979,등본처럼,1
16980,등산,1
16981,등산을,1
16982,등산이나,1
16983,등에게,1
16984,등에게서,1
16985,등에도,1
16986,등에서,36
16987,등에서는,4
16988,등용문인,1
16989,등원을,1
16990,등으로,92
16991,등으로도,1
16992,등은,38
16993,등이,146
16994,등이다,17
16995,등이었다,1
16996,등이었다며,1
16997,등인,1
16998,등입니다,2
16999,등장,1
17000,등장도,1
17001,등장시켜,1
17002,등장으로,3
17003,등장을,1
17004,등장인물들의,2
17005,등장인물들이,2
17006,등장인물인,1
17007,등장하고,2
17008,등장하는,6
17009,등장하는데,1
17010,등장한,8
17011,등장한다,5
17012,등장할지,1
17013,등장해,3
17014,등장해서,1
17015,등장했는데,1
17016,등장했다,4
17017,등장했던,1
17018,등장했던데,1
17019,등장했습니다,3
17020,등재,1
17021,등재가,2
17022,등재까지,1
17023,등재됐다,1
17024,등재된,1
17025,등재될,1
17026,등재할,1
17027,등지,1
17028,등지에,1
17029,등지에서,1
17030,등판은,1
17031,등판했다,1
17032,등포함,2
17033,등한시할,1
17034,디날리,2
17035,디날리가,1
17036,디날리는,1
17037,디날리의,2
17038,디너,6
17039,디노랩,3
17040,디디에,1
17041,디딜,1
17042,디딤돌로,1
17043,디렉터,7
17044,디렉터가,5
17045,디렉터는,10
17046,디렉터로,1
17047,디렉터에게,1
17048,디렉터와,3
17049,디렉터의,1
17050,디렉터인,1
17051,디바이드,1
17052,디바이스,2
17053,디바이스부터,1
17054,디바이스와,1
17055,디바이스이엔지,1
17056,디버프를,1
17057,디버프에,1
17058,디벨럽먼트,1
17059,디스커버리,1
17060,디스코드,1
17061,디스퀘어드,1
17062,디스크가,1
17063,디스플레이,23
17064,디스플레이가,2
17065,디스플레이는,5
17066,디스플레이로,1
17067,디스플레이를,6
17068,디스플레이부터,1
17069,디스플레이에,3
17070,디스플레이에서,1
17071,디스플레이와,3
17072,디스플레이의,2
17073,디스플레이지만,1
17074,디아블로,30
17075,디아블로는,1
17076,디아블로를,1
17077,디아블로에,1
17078,디아스포라,1
17079,디아스포라가,6
17080,디앱화로,1
17081,디어,1
17082,디어유,2
17083,디어유의,1
17084,디자이너,3
17085,디자이너가,1
17086,디자이너는,7
17087,디자이너를,1
17088,디자인,6
17089,디자인과,4
17090,디자인도,2
17091,디자인만,1
17092,디자인센터인,1
17093,디자인에,1
17094,디자인으로,1
17095,디자인은,2
17096,디자인을,9
17097,디자인의,3
17098,디자인이,4
17099,디자인이나,1
17100,디자인이지만,1
17101,디자인입니다,1
17102,디자인한,1
17103,디저트,3
17104,디저트다,1
17105,디저트를,2
17106,디제잉과,1
17107,디젤,2
17108,디젤엔진,1
17109,디즈니,6
17110,디즈니월드,1
17111,디즈니플러스,3
17112,디지스트,1
17113,디지코,1
17114,디지털,54
17115,디지털과,1
17116,디지털뉴스,2
17117,디지털뉴스부,1
17118,디지털로,2
17119,디지털마케팅팀장은,1
17120,디지털미디어,2
17121,디지털산업정책연구소,1
17122,디지털시대의,1
17123,디지털에,1
17124,디지털전환,2
17125,디지털타임스,23
17126,디지털트윈,1
17127,디지털팀,1
17128,디지털파크의,1
17129,디지털플랫폼기업,1
17130,디지털화가,1
17131,디지털화된,1
17132,디지털화에,1
17133,디테일에,1
17134,디테일이,1
17135,디테일하게,1
17136,디테일하게는,2
17137,디파이,8
17138,디파이로,1
17139,디파이에서,1
17140,디페깅이,1
17141,디펜스,1
17142,디펜스의,1
17143,디히드록시비타민,1
17144,딛고,2
17145,딜라이트를,1
17146,딜레이가,1
17147,딜레이를,1
17148,딜리버리,1
17149,딜링,1
17150,딜링룸에,2
17151,딤프를,1
17152,딥그린,1
17153,딥러닝,1
17154,딥엑스,2
17155,딥엑스가,1
17156,딥컨트롤,1
17157,딩동댕,3
17158,따돌림,2
17159,따돌림의,1
17160,따뜻하게,3
17161,따뜻하고,1
17162,따뜻하다,1
17163,따뜻한,7
17164,따뜻함,4
17165,따라가기,1
17166,따라가는,2
17167,따라가는데,1
17168,따라가서,1
17169,따라가지,1
17170,따라갈,4
17171,따라면,1
17172,따라붙었지만,1
17173,따라서는,3
17174,따라오는,1
17175,따라오리라는,1
17176,따라온,1
17177,따라왔고,1
17178,따라하다,1
17179,따로,17
17180,따로따로,1
17181,따르고,2
17182,따르며,1
17183,따르지,4
17184,따른,98
17185,따를,3
17186,따릉이를,2
17187,따온,4
17188,따져,6
17189,따져도,2
17190,따져보면요,1
17191,따져보자는,1
17192,따져보자면,1
17193,따져볼,1
17194,따져봐야,5
17195,따져서,2
17196,따져야,1
17197,따지겠다고,1
17198,따지고,3
17199,따지는,3
17200,따지듯이,1
17201,따지라,1
17202,따지면,1
17203,따지지,1
17204,따질,3
17205,딱따구리,1
17206,딱따구리와,1
17207,딱딱하게,1
17208,딱딱한,1
17209,딱지를,2
17210,딱지치기,1
17211,딱히,1
17212,딴,2
17213,딴나라,1
17214,딴딴하다,1
17215,딸,16
17216,딸과,1
17217,딸과의,1
17218,딸기,2
17219,딸기밭에서,1
17220,딸깍,1
17221,딸들의,1
17222,딸들이,1
17223,딸만,3
17224,딸은,1
17225,딸을,3
17226,딸의,1
17227,딸이,2
17228,딸인,1
17229,땀,2
17230,땀과,2
17231,땀을,4
17232,땄다,2
17233,땅,3
17234,땅바닥에,3
17235,땅속,1
17236,땅속에,1
17237,땅에,2
17238,땅을,2
17239,땅이,2
17240,땅인데,1
17241,때가,15
17242,때까지,25
17243,때까지는,1
17244,때까지의,1
17245,때나,2
17246,때냐,1
17247,때는,51
17248,때다,2
17249,때도,38
17250,때라고,3
17251,때라면,1
17252,때라면서,1
17253,때려,2
17254,때렸고,1
17255,때로는,6
17256,때론,4
17257,때를,4
17258,때리고,2
17259,때리기도,1
17260,때리는,3
17261,때리면,2
17262,때마다,26
17263,때만,4
17264,때면,1
17265,때문으로,7
17266,때문이,1
17267,때문이거든요,1
17268,때문이고요,1
17269,때문이기도,1
17270,때문이다,84
17271,때문이라고,6
17272,때문이라고도,1
17273,때문이라면,1
17274,때문이란,1
17275,때문이었습니다,2
17276,때문이었어요,1
17277,때문이에요,1
17278,때문이죠,1
17279,때문인,4
17280,때문인데,2
17281,때문인데요,7
17282,때문일,3
17283,때문입니다,30
17284,때보다,11
17285,때부터,4
17286,때에,3
17287,때에는,2
17288,때에도,1
17289,때였다,1
17290,때와,10
17291,때요,1
17292,때우고,1
17293,때의,6
17294,때이다,1
17295,때이지만,1
17296,때인,3
17297,때인지,1
17298,때인지를,1
17299,때일수록,2
17300,때쯤,1
17301,때쯤으로,1
17302,때처럼,2
17303,땐,11
17304,땡,1
17305,땡볕,1
17306,떠,2
17307,떠나,24
17308,떠나기,1
17309,떠나기도,1
17310,떠나는,3
17311,떠나는데요,1
17312,떠나며,1
17313,떠나면서,1
17314,떠나보도록,1
17315,떠나보자,1
17316,떠나서,5
17317,떠나셨다,1
17318,떠나시자마자,1
17319,떠나요,1
17320,떠나자마자,2
17321,떠나지,1
17322,떠난,4
17323,떠난다,1
17324,떠날,3
17325,떠났고,1
17326,떠났다,3
17327,떠넘겨,1
17328,떠넘겼다,1
17329,떠넘길수록,1
17330,떠돌이,20
17331,떠라,1
17332,떠밀려,1
17333,떠받친다,1
17334,떠서,1
17335,떠안을,1
17336,떠오르게,1
17337,떠오르기도,1
17338,떠오르는,2
17339,떠오르면서,1
17340,떠오른,8
17341,떠오른다,1
17342,떠올랐다,8
17343,떠올랐습니다,2
17344,떠올랐지만,1
17345,떠올려,2
17346,떠올렸던,1
17347,떠올리게,4
17348,떠올리는,1
17349,떠올리며,1
17350,떠올릴,1
17351,떡볶이,2
17352,떡뻥에,1
17353,떡을,2
17354,떨리고,1
17355,떨린다,2
17356,떨어뜨리고,1
17357,떨어뜨리는,3
17358,떨어뜨리지,1
17359,떨어뜨린다,1
17360,떨어뜨린다고,2
17361,떨어뜨릴,1
17362,떨어져,16
17363,떨어져나가,1
17364,떨어져나왔고,1
17365,떨어져서,2
17366,떨어져야,1
17367,떨어져왔다,1
17368,떨어져있지,1
17369,떨어졌고,4
17370,떨어졌는데,1
17371,떨어졌다,22
17372,떨어졌다가,1
17373,떨어졌다고,3
17374,떨어졌던,2
17375,떨어졌습니다,5
17376,떨어졌어요,1
17377,떨어졌었거든요,1
17378,떨어졌지만,2
17379,떨어지거나,2
17380,떨어지게,1
17381,떨어지겠습니다,3
17382,떨어지고,10
17383,떨어지고요,1
17384,떨어지기,1
17385,떨어지기는,2
17386,떨어지기도,2
17387,떨어지는,12
17388,떨어지더라도,1
17389,떨어지며,2
17390,떨어지면서,2
17391,떨어지지,2
17392,떨어지지는,1
17393,떨어진,25
17394,떨어진다,3
17395,떨어진다고,1
17396,떨어질,19
17397,떨어집니다,1
17398,떨었다,1
17399,떨치고,1
17400,떳떳하다,1
17401,떴다,4
17402,떴지만,1
17403,떼,2
17404,떼가,1
17405,떼어내고,1
17406,떼어내자,1
17407,떼었는데,2
17408,떼었다,1
17409,떼우고,1
17410,떼지,1
17411,뗀,1
17412,뗄,1
17413,뗐다,2
17414,또는,96
17415,또다른,2
17416,또다시,23
17417,또래오래,1
17418,또한번,1
17419,똑,2
17420,똑같다,1
17421,똑같다는,1
17422,똑같습니다,2
17423,똑같아야,1
17424,똑같아졌습니다,1
17425,똑같았거든요,1
17426,똑같은,11
17427,똑같이,10
17428,똑똑,1
17429,똑바로,2
17430,똑부러지게,1
17431,똘똘,1
17432,뚜껑,1
17433,뚜껑에,2
17434,뚜렷하게,3
17435,뚜렷하다,2
17436,뚜렷하지,1
17437,뚜렷한,6
17438,뚜렷했다,1
17439,뚜밥,1
17440,뚜왈렛,1
17441,뚝,3
17442,뚝심,2
17443,뚫고,4
17444,뚫렸다,1
17445,뚫리는,1
17446,뚫어,3
17447,뚫어주는,1
17448,뚫었다,1
17449,뚫을,1
17450,뛰고,3
17451,뛰나요,1
17452,뛰는,8
17453,뛰며,2
17454,뛰어,3
17455,뛰어가는,1
17456,뛰어나,3
17457,뛰어나가겠다며,1
17458,뛰어나다,1
17459,뛰어나다는,1
17460,뛰어나지만,1
17461,뛰어난,7
17462,뛰어넘겠다는,1
17463,뛰어넘는,7
17464,뛰어넘어,2
17465,뛰어넘었다,4
17466,뛰어넘으면서,2
17467,뛰어넘은,1
17468,뛰어넘을,1
17469,뛰어넘지,1
17470,뛰어놀,1
17471,뛰어놀기,1
17472,뛰어드는,1
17473,뛰어든,1
17474,뛰어들면서,1
17475,뛰어들어,1
17476,뛰어들어봤다,1
17477,뛰어들었는데,1
17478,뛰어들었다,2
17479,뛰어올라,3
17480,뛰어올랐습니다,2
17481,뛰었고,1
17482,뛰었다,17
17483,뛰었던,1
17484,뛰지,1
17485,뛴,6
17486,뛴다,1
17487,뜁니다,1
17488,뜨거운,12
17489,뜨거워져,1
17490,뜨거워지고,1
17491,뜨거워진,1
17492,뜨거워질,1
17493,뜨거웠다,1
17494,뜨거웠던,1
17495,뜨거웠습니다,2
17496,뜨겁게,2
17497,뜨겁겠고요,1
17498,뜨겁다,1
17499,뜨게,1
17500,뜨고,1
17501,뜨기,1
17502,뜨면,1
17503,뜨지,5
17504,뜬,6
17505,뜬금포,1
17506,뜬다,1
17507,뜻,8
17508,뜻과,2
17509,뜻깊게,1
17510,뜻깊은,4
17511,뜻대로,1
17512,뜻도,4
17513,뜻에서,1
17514,뜻으로,4
17515,뜻은,2
17516,뜻을,35
17517,뜻의,1
17518,뜻이,3
17519,뜻이거든요,1
17520,뜻이고,1
17521,뜻이기,1
17522,뜻이다,9
17523,뜻이라고,2
17524,뜻이며,1
17525,뜻인,1
17526,뜻인데요,1
17527,뜻입니다,1
17528,뜻하고,1
17529,뜻하는,9
17530,뜻하므로,1
17531,뜻한다,5
17532,뜻한다고,1
17533,띄게,3
17534,띄고,1
17535,띄는,5
17536,띄었고,1
17537,띄었다,1
17538,띄우게,1
17539,띄우겠다는,1
17540,띄우고,2
17541,띄우기에,1
17542,띄우는,1
17543,띄우다,1
17544,띄우려는,1
17545,띄우며,1
17546,띄운,2
17547,띄운다,1
17548,띄웠다,2
17549,띈다,5
17550,띠고,5
17551,띠며,1
17552,띠었습니다,1
17553,띨,1
17554,라,6
17555,라고도,2
17556,라니비주맙,3
17557,라든가,1
17558,라디에이터,2
17559,라디오,28
17560,라디오에,5
17561,라디오에서,5
17562,라떼,1
17563,라마잔,5
17564,라마잔은,2
17565,라마잔이,1
17566,라며,129
17567,라면,3
17568,라면서,4
17569,라면서도,2
17570,라면으로,1
17571,라벤더,1
17572,라벨,1
17573,라스베이거스,3
17574,라싸는,1
17575,라오스,1
17576,라우터,1
17577,라운드,1
17578,라운드가,1
17579,라운드는,3
17580,라운드로,1
17581,라운드에는,1
17582,라운드테이블도,2
17583,라운지,4
17584,라운지로,1
17585,라운지에서,1
17586,라운지카페,1
17587,라이닝과,1
17588,라이다,3
17589,라이더,1
17590,라이딩,2
17591,라이딩을,3
17592,라이딩입니다,1
17593,라이브,27
17594,라이브러리를,1
17595,라이브로,1
17596,라이선스,4
17597,라이센스,2
17598,라이시,2
17599,라이어,1
17600,라이어슨대,1
17601,라이언,1
17602,라이언을,1
17603,라이엇게임즈의,1
17604,라이젠,2
17605,라이즈,2
17606,라이즈가,1
17607,라이징,1
17608,라이징썬,1
17609,라이징윙스,1
17610,라이트,3
17611,라이트를,1
17612,라이트블루,1
17613,라이프,1
17614,라이프로깅,1
17615,라이프를,1
17616,라이프사이클과,1
17617,라이프스타일,2
17618,라이프스타일웨어,1
17619,라이프스타일을,2
17620,라이프싸이클의,1
17621,라인,32
17622,라인게임즈,2
17623,라인란드로부터,1
17624,라인업,5
17625,라인업을,3
17626,라인을,4
17627,라인이,2
17628,라인프렌즈,4
17629,라일락,1
17630,라임,1
17631,라즈베리,1
17632,라칸,3
17633,라프텔,1
17634,락플레이스,1
17635,란,13
17636,란슬롯까지,1
17637,람세이헌트,4
17638,랍스터와,2
17639,랑,1
17640,랑팡시,1
17641,래드햇의,1
17642,래리,2
17643,래프트,1
17644,랜더링,1
17645,랜덤박스,1
17646,랜덤으로,1
17647,랜드마크를,1
17648,랜섬웨어,4
17649,랜스다운의,3
